Journal name,Created at,Gender,Demographics,Comment count,Comment quality,Editor experience,Professional status,Verdict,Second verdict,Response time,Time from acceptance to publication,Date of acceptance,Blurb
Philosophy and Phenomenological Research,2015-01-10 05:00:00 UTC,Male,,,,3,Other,Rejection,,1.5,,,
Philosophy and Phenomenological Research,2015-01-09 05:00:00 UTC,Female,White,1,4,5,Tenure track faculty,Rejection,,2.5,,,
Utilitas,2015-01-09 05:00:00 UTC,Male,White,1,2,4,Graduate student,Rejection,,5.0,,,
Synthese,2015-01-09 05:00:00 UTC,Male,,2,3,3,Graduate student,Rejection,,3.5,,,
Philosophical Quarterly,2015-01-09 05:00:00 UTC,Male,,,,4,Non-tenure track faculty,Rejection,,0.75,,,
British Journal for the History of Philosophy,2015-01-08 05:00:00 UTC,Female,,4,4,5,Tenured faculty,Revise and resubmit,Acceptance,3.0,,,
Oxford Studies in Ancient Philosophy,2015-01-07 05:00:00 UTC,Male,,,,5,Non-tenure track faculty,Acceptance,,2.0,13.0,,
Synthese,2015-01-07 05:00:00 UTC,Male,White,2,4,4,Non-tenure track faculty,Rejection,,3.0,,,
Journal of the History of Philosophy,2015-01-06 05:00:00 UTC,Male,White,2,2,5,Other,Rejection,,2.5,,,
American Philosophical Quarterly,2015-01-05 05:00:00 UTC,Male,,1,1,3,Graduate student,Rejection,,2.0,,,
Australasian Journal of Philosophy,2015-01-05 05:00:00 UTC,Male,,,,5,Graduate student,Rejection,,0.0,,,
Ethics,2015-01-05 05:00:00 UTC,Male,White,,,5,Graduate student,Rejection,,1.5,,,
Ethics,2015-01-05 05:00:00 UTC,Male,,,,3,Graduate student,Rejection,,2.0,,,
European Journal of Philosophy,2015-01-05 05:00:00 UTC,Male,,,,3,Non-tenure track faculty,Rejection,,,,,
European Journal of Philosophy,2015-01-05 05:00:00 UTC,Male,,,1,1,Graduate student,Rejection,,5.0,,,
Philosophers’ Imprint,2015-01-05 05:00:00 UTC,Female,Black Chinese,,,3,Graduate student,Rejection,,0.76,,,
Ethical Theory and Moral Practice,2015-01-04 05:00:00 UTC,Male,,2,3,4,Non-tenure track faculty,Revise and resubmit,Acceptance,5.0,1.0,,
British Journal for the History of Philosophy,2015-01-03 05:00:00 UTC,Male,,2,4,5,Non-tenure track faculty,Rejection,,3.0,,,
Law and Philosophy,2015-01-02 05:00:00 UTC,Male,,2,5,5,Graduate student,Revise and resubmit,,5.0,,,
Philosophers’ Imprint,2015-01-02 05:00:00 UTC,Male,,2,,3,Non-tenure track faculty,Revise and resubmit,Rejection,2.5,,,
Synthese,2015-01-02 05:00:00 UTC,Male,Asian,2,5,5,Graduate student,Rejection,,,,,
Analysis,2015-01-01 05:00:00 UTC,Female,White,,,,Non-tenure track faculty,Rejection,,0.5,,,
International Journal of Philosophical Studies,2014-12-30 05:00:00 UTC,Male,,1,2,3,Other,Rejection,,5.0,,,
Ratio,2014-12-29 05:00:00 UTC,Male,,1,3,5,Non-tenure track faculty,Revise and resubmit,Acceptance,2.0,,,
American Philosophical Quarterly,2014-12-28 05:00:00 UTC,Male,Asian,1,5,5,Graduate student,Rejection,,,,,
European Journal of Philosophy,2014-12-28 05:00:00 UTC,Male,,,,2,Non-tenure track faculty,Rejection,,4.5,,,
Philosophical Studies,2014-12-28 05:00:00 UTC,,,,,3,Graduate student,Rejection,,2.5,,,
Dialogue,2014-12-27 05:00:00 UTC,Male,White,2,3,4,Graduate student,Rejection,,1.0,,,
Philosophy and Public Affairs,2014-12-27 05:00:00 UTC,Male,,,,4,Non-tenure track faculty,Rejection,,2.0,,,
"Politics, Philosophy, and Economics",2014-12-27 05:00:00 UTC,Male,,,,4,Non-tenure track faculty,Rejection,,1.0,,,
Journal of Philosophy,2014-12-25 05:00:00 UTC,Male,,,,,Graduate student,Rejection,,2.0,,,
Philosophy and Phenomenological Research,2014-12-25 05:00:00 UTC,Male,,1,,5,Tenure track faculty,Revise and resubmit,,2.2,,,
Analysis,2014-12-23 05:00:00 UTC,Female,Pakistani,,,,Tenure track faculty,Rejection,,0.2,,,
Philosophical Studies,2014-12-23 05:00:00 UTC,Female,White,,4,3,Non-tenure track faculty,Rejection,,5.75,,,
Polis,2014-12-23 05:00:00 UTC,Male,,1,4,5,Tenured faculty,Acceptance,,1.5,,,
Metaphysica,2014-12-22 05:00:00 UTC,Male,White,,,3,Non-tenure track faculty,Acceptance,,1.0,,,
Philosophers’ Imprint,2014-12-22 05:00:00 UTC,,,,,4,Tenure track faculty,Rejection,,,,,
Phronesis,2014-12-22 05:00:00 UTC,,,,,1,Tenured faculty,Rejection,,7.0,,,
Canadian Journal of Philosophy,2014-12-21 05:00:00 UTC,Male,White,2,5,4,Graduate student,Rejection,,8.0,,,
Oxford Studies in Ancient Philosophy,2014-12-20 05:00:00 UTC,Male,,1,3,5,Other,Rejection,,1.0,,,
Pacific Philosophical Quarterly,2014-12-20 05:00:00 UTC,Female,,1,5,5,Tenure track faculty,Revise and resubmit,,1.0,,,
Philosophical Studies,2014-12-19 05:00:00 UTC,,,1,5,4,Non-tenure track faculty,Revise and resubmit,Acceptance,4.25,,,
Polis,2014-12-19 05:00:00 UTC,Male,,1,5,5,Tenured faculty,Conditional acceptance,,1.5,,,
Theoria,2014-12-19 05:00:00 UTC,Male,White,2,3,5,Non-tenure track faculty,Rejection,,1.0,,,
Australasian Journal of Philosophy,2014-12-17 05:00:00 UTC,Male,,2,3,4,Graduate student,Rejection,,4.0,,,
Analysis,2014-12-17 05:00:00 UTC,Male,,,,3,Other,Rejection,,0.2,,,
Ethics,2014-12-17 05:00:00 UTC,Male,White,,,3,Graduate student,Rejection,,0.5,,,
International Journal of Philosophical Studies,2014-12-17 05:00:00 UTC,Male,White,,,3,Non-tenure track faculty,Rejection,,4.5,,,
Philosophia: Philosophical Quarterly of Israel,2014-12-17 05:00:00 UTC,Male,,,3,3,Graduate student,Rejection,,10.0,,,
American Philosophical Quarterly,2014-12-16 05:00:00 UTC,Male,,1,5,5,Graduate student,Rejection,,1.0,,,
British Journal for the History of Philosophy,2014-12-16 05:00:00 UTC,Male,,2,1,4,Graduate student,Rejection,,2.0,,,
Philosophical Studies,2014-12-16 05:00:00 UTC,Male,,1,1,3,Non-tenure track faculty,Rejection,,5.0,,,
Philosophers’ Imprint,2014-12-15 05:00:00 UTC,Male,White,0,,1,Tenure track faculty,Rejection,,0.5,,,
Ethics,2014-12-15 05:00:00 UTC,Male,White,,,4,Non-tenure track faculty,Rejection,,1.0,,,
Ethical Theory and Moral Practice,2014-12-14 05:00:00 UTC,Male,,2,4,5,Graduate student,Rejection,,3.0,,,
Philosophical Quarterly,2014-12-14 05:00:00 UTC,Male,,1,4,5,Graduate student,Acceptance,,3.0,,,
Australasian Journal of Philosophy,2014-12-13 05:00:00 UTC,Male,,1,4,3,Graduate student,Rejection,,,,,
Pacific Philosophical Quarterly,2014-12-13 05:00:00 UTC,Male,White,,,3,Graduate student,Rejection,,1.0,,,
International Journal for Philosophy of Religion,2014-12-12 05:00:00 UTC,Male,,1,5,4,Graduate student,Revise and resubmit,,4.0,,,
Journal of Social Philosophy,2014-12-12 05:00:00 UTC,Female,White,2,4,5,Tenure track faculty,Conditional acceptance,Acceptance,2.0,9.0,,
Pacific Philosophical Quarterly,2014-12-12 05:00:00 UTC,Male,,1,1,4,Non-tenure track faculty,Rejection,,2.0,,,
Philosophy and Public Affairs,2014-12-12 05:00:00 UTC,Female,,,,2,Tenure track faculty,Rejection,,2.0,,,
Utilitas,2014-12-12 05:00:00 UTC,Female,,1,3,3,Tenure track faculty,Acceptance,,4.0,,,
Southern Journal of Philosophy,2014-12-12 05:00:00 UTC,Female,White,,,3,Tenure track faculty,Rejection,,1.0,,,
American Philosophical Quarterly,2014-12-10 05:00:00 UTC,Male,,2,1,3,Tenured faculty,Rejection,,5.2,,,
Journal of Philosophy,2014-12-10 05:00:00 UTC,,,1,1,1,Tenured faculty,Rejection,,7.3,,,
Mind,2014-12-10 05:00:00 UTC,Male,,,,,Other,Rejection,,1.0,,,
Acta Analytica,2014-12-09 05:00:00 UTC,Male,Asian,1,4,2,Non-tenure track faculty,Rejection,,9.0,,,
Philosophical Studies,2014-12-09 05:00:00 UTC,Male,White,,,3,Non-tenure track faculty,Rejection,,2.5,,,
Dao,2014-12-08 05:00:00 UTC,Male,,2,3,3,Non-tenure track faculty,Rejection,,4.0,,,
History of Philosophy Quarterly,2014-12-08 05:00:00 UTC,Male,White,2,3,2,Graduate student,Rejection,,7.0,,,
Pacific Philosophical Quarterly,2014-12-08 05:00:00 UTC,Male,,3,4,4,Non-tenure track faculty,Revise and resubmit,,,,,
The Review of Symbolic Logic,2014-12-06 05:00:00 UTC,Male,White,2,4,4,Graduate student,Revise and resubmit,,6.0,,,
Analysis,2014-12-05 05:00:00 UTC,Female,White,,,,Tenure track faculty,Acceptance,,2.5,,,
Journal of Value Inquiry,2014-12-05 05:00:00 UTC,Male,Black,1,5,5,Tenure track faculty,Acceptance,,2.5,2.0,,
Nous,2014-12-05 05:00:00 UTC,Male,,,,2,Graduate student,Rejection,,3.0,,,
Philosophy and Social Criticism,2014-12-05 05:00:00 UTC,Male,White,,,,Graduate student,Acceptance,,3.0,7.0,,
European Journal of Philosophy,2014-12-04 05:00:00 UTC,Female,,1,4,2,Non-tenure track faculty,Acceptance,,7.0,1.0,,
Philosophers’ Imprint,2014-12-04 05:00:00 UTC,Female,,2,3,4,Non-tenure track faculty,Rejection,,3.0,,,
Philosophers’ Imprint,2014-12-04 05:00:00 UTC,Male,White,,,,Graduate student,Rejection,,0.6,,,
Hypatia,2014-12-03 05:00:00 UTC,Male,,2,3,3,Tenured faculty,Revise and resubmit,Rejection,3.0,,,
Journal of Aesthetics and Art Criticism,2014-12-03 05:00:00 UTC,Male,,2,3,3,Tenure track faculty,Revise and resubmit,Rejection,6.0,,,
Journal of Medicine and Philosophy,2014-12-03 05:00:00 UTC,Male,,2,2,4,Graduate student,Revise and resubmit,Acceptance,,,,
Journal of Philosophy,2014-12-03 05:00:00 UTC,Male,,,,3,Non-tenure track faculty,Rejection,,5.0,,,
Philosophical Review,2014-12-03 05:00:00 UTC,Male,,3,2,3,Tenure track faculty,Acceptance,,12.0,,,
British Journal for the History of Philosophy,2014-12-02 05:00:00 UTC,Male,,2,3,5,Tenure track faculty,Rejection,,1.5,,,
Philosophers’ Imprint,2014-12-02 05:00:00 UTC,Male,White,,,3,Tenure track faculty,Rejection,,0.5,,,
Canadian Journal of Philosophy,2014-12-01 05:00:00 UTC,Male,White,2,4,3,Non-tenure track faculty,Acceptance,Acceptance,7.0,,,
Ethics,2014-12-01 05:00:00 UTC,Male,,,,5,Tenure track faculty,Rejection,,1.2,,,
Philosophical Quarterly,2014-12-01 05:00:00 UTC,Male,White,1,3,3,Graduate student,Rejection,,1.0,,,
Review of Metaphysics,2014-12-01 05:00:00 UTC,,,,,5,Non-tenure track faculty,Rejection,,1.5,,,
Philosophers’ Imprint,2014-11-30 05:00:00 UTC,Male,White,2,4,5,Graduate student,Rejection,,3.0,,,
Philosophical Studies,2014-11-30 05:00:00 UTC,Male,White,,,3,Graduate student,Rejection,,1.5,,,
Philosophical Quarterly,2014-11-29 05:00:00 UTC,Male,White,1,1,3,Tenure track faculty,Rejection,,2.2,,,
Journal of Political Philosophy,2014-11-28 05:00:00 UTC,Male,,,,3,Tenure track faculty,Rejection,,0.03,,,
Philosophical Quarterly,2014-11-28 05:00:00 UTC,Male,,1,1,,Non-tenure track faculty,Rejection,,3.0,,,
Philosophy of Science,2014-11-27 05:00:00 UTC,Male,,2,4,3,Graduate student,Revise and resubmit,Rejection,3.0,,,
Biology and Philosophy,2014-11-26 05:00:00 UTC,Female,,1,3,1,Graduate student,Rejection,,6.0,,,
Ethical Theory and Moral Practice,2014-11-26 05:00:00 UTC,Female,White,2,4,4,Non-tenure track faculty,Rejection,,2.0,,,
Ethics,2014-11-26 05:00:00 UTC,Male,White,2,3,5,Tenured faculty,Rejection,,2.0,,,
Philosophical Explorations,2014-11-26 05:00:00 UTC,Male,,2,5,1,Graduate student,Rejection,,6.5,,,
Philosophical Studies,2014-11-26 05:00:00 UTC,Male,,1,4,4,Graduate student,Rejection,,4.0,,,
American Philosophical Quarterly,2014-11-25 05:00:00 UTC,Male,,3,3,5,Graduate student,Rejection,,1.0,,,
Ethics and Information Technology,2014-11-25 05:00:00 UTC,Male,White,4,4,4,Non-tenure track faculty,Revise and resubmit,Acceptance,4.0,7.0,,
Nous,2014-11-25 05:00:00 UTC,Male,,1,3,4,Graduate student,Rejection,,1.4,,,
Phenomenology and the Cognitive Sciences,2014-11-25 05:00:00 UTC,Male,White,3,4,5,Non-tenure track faculty,Revise and resubmit,Acceptance,4.0,6.0,,
Philosophical Explorations,2014-11-25 05:00:00 UTC,Male,Hispanic/Latina/Latino,2,4,4,Tenure track faculty,Revise and resubmit,Acceptance,4.0,,,
Philosophers’ Imprint,2014-11-24 05:00:00 UTC,Male,White,,,4,Tenure track faculty,Rejection,,0.5,,,
Philosophia: Philosophical Quarterly of Israel,2014-11-24 05:00:00 UTC,Male,,1,4,5,Non-tenure track faculty,Rejection,,1.25,,,
British Journal for the Philosophy of Science,2014-11-23 05:00:00 UTC,Male,,1,2,4,Graduate student,Rejection,,3.0,,,
Disputatio,2014-11-23 05:00:00 UTC,Male,Caucasoid,1,4,4,Tenured faculty,Rejection,,2.75,,,
Philosophers’ Imprint,2014-11-23 05:00:00 UTC,Male,,,,5,Graduate student,Rejection,,0.75,,,
Phronesis,2014-11-23 05:00:00 UTC,Male,,1,3,5,Graduate student,Rejection,,1.0,,,
Journal of Moral Philosophy,2014-11-21 05:00:00 UTC,Female,,,,,Tenure track faculty,Rejection,,2.5,,,
Journal of Philosophy,2014-11-21 05:00:00 UTC,Male,White,,,3,Tenured faculty,Rejection,,2.0,,,
Analysis,2014-11-20 05:00:00 UTC,Male,White,,,,Non-tenure track faculty,Rejection,,0.3,,,
Philosophia: Philosophical Quarterly of Israel,2014-11-20 05:00:00 UTC,Male,,2,3,2,Graduate student,Conditional acceptance,Acceptance,1.5,,,
Australasian Journal of Philosophy,2014-11-19 05:00:00 UTC,Male,White,1,1,2,Graduate student,Rejection,,4.25,,,
Analysis,2014-11-19 05:00:00 UTC,Male,White,,1,3,Graduate student,Rejection,,0.3,,,
British Journal for the Philosophy of Science,2014-11-19 05:00:00 UTC,Male,,,,3,Other,Rejection,,0.2,,,
Philosophical Quarterly,2014-11-19 05:00:00 UTC,Male,,2,4,4,Tenure track faculty,Acceptance,,3.0,2.5,,
Philosophical Quarterly,2014-11-19 05:00:00 UTC,Male,,,,4,Tenure track faculty,Rejection,,0.3,,,
Studies in History and Philosophy of Science Part B: Studies in History and Philosophy of Modern Physics,2014-11-19 05:00:00 UTC,Male,White,2,3,3,Graduate student,Revise and resubmit,Rejection,0.5,,,
Journal of Aesthetics and Art Criticism,2014-11-18 05:00:00 UTC,Male,,2,4,5,Non-tenure track faculty,Revise and resubmit,,2.66,,,
Nous,2014-11-18 05:00:00 UTC,,,1,3,5,Non-tenure track faculty,Rejection,,1.0,,,
Philosophers’ Imprint,2014-11-18 05:00:00 UTC,Male,White,,,2,Non-tenure track faculty,Rejection,,0.8,,,
Acta Analytica,2014-11-17 05:00:00 UTC,Female,,1,2,3,Tenure track faculty,Acceptance,,9.0,,,
Philosophy and Public Affairs,2014-11-17 05:00:00 UTC,Male,,,,4,Tenure track faculty,Rejection,,1.0,,,
Journal of Political Philosophy,2014-11-16 05:00:00 UTC,Male,,1,2,3,Non-tenure track faculty,Rejection,,0.1,,,
Philosophical Quarterly,2014-11-16 05:00:00 UTC,Male,,1,3,3,Non-tenure track faculty,Rejection,,2.0,,,
Analysis,2014-11-15 05:00:00 UTC,Male,,3,3,5,Graduate student,Rejection,,5.0,,,
Journal of Philosophy,2014-11-14 05:00:00 UTC,Male,,1,2,2,Tenured faculty,Rejection,,13.0,,,
Oxford Studies in Ancient Philosophy,2014-11-14 05:00:00 UTC,Female,,,,1,Graduate student,Rejection,,1.5,,,
Australasian Journal of Philosophy,2014-11-13 05:00:00 UTC,Male,,3,5,5,Tenure track faculty,Revise and resubmit,Acceptance,4.0,,,
Social Theory and Practice,2014-11-12 05:00:00 UTC,,,2,3,5,Non-tenure track faculty,Rejection,,3.0,,,
Mind,2014-11-11 05:00:00 UTC,Male,White,1,3,3,Other,Rejection,,1.0,,,
American Philosophical Quarterly,2014-11-10 05:00:00 UTC,Male,,1,2,1,Non-tenure track faculty,Rejection,,5.0,,,
British Journal for the Philosophy of Science,2014-11-10 05:00:00 UTC,Male,White,,,3,Graduate student,Rejection,,0.1,,,
Journal of Political Philosophy,2014-11-10 05:00:00 UTC,Male,,,,5,Graduate student,Rejection,,0.25,,,
Philosophical Studies,2014-11-10 05:00:00 UTC,Male,White,,,3,Graduate student,Rejection,,1.8,,,
Philosophical Studies,2014-11-10 05:00:00 UTC,Male,White,1,5,3,Graduate student,Revise and resubmit,Acceptance,3.0,,,
Philosophers’ Imprint,2014-11-09 05:00:00 UTC,Male,,2,5,5,Tenure track faculty,Revise and resubmit,Acceptance,2.5,,,
Philosophers’ Imprint,2014-11-07 05:00:00 UTC,Female,,2,2,4,Non-tenure track faculty,Rejection,,3.5,,,
Oxford Studies in Ancient Philosophy,2014-11-06 05:00:00 UTC,Male,,1,1,4,Graduate student,Rejection,,2.5,,,
Philosophical Papers,2014-11-06 05:00:00 UTC,Male,,2,5,4,Non-tenure track faculty,Revise and resubmit,Acceptance,2.5,15.0,,
Australasian Journal of Philosophy,2014-11-05 05:00:00 UTC,Female,White,2,4,5,Non-tenure track faculty,Revise and resubmit,Acceptance,2.0,,,
British Journal for the Philosophy of Science,2014-11-05 05:00:00 UTC,Male,,2,4,4,Non-tenure track faculty,Revise and resubmit,Rejection,3.0,,,
Monist,2014-11-05 05:00:00 UTC,Male,,0,,3,Non-tenure track faculty,Rejection,,4.0,,,
Journal of Medicine and Philosophy,2014-11-04 05:00:00 UTC,Male,,2,3,5,Graduate student,Revise and resubmit,Acceptance,4.0,,,
Synthese,2014-11-04 05:00:00 UTC,Male,White,2,2,2,Graduate student,Rejection,,11.0,,,
The Review of Symbolic Logic,2014-11-04 05:00:00 UTC,Male,White,2,4,5,Non-tenure track faculty,Acceptance,,3.0,,,
Neuroethics,2014-11-03 05:00:00 UTC,,,2,4,4,Graduate student,Rejection,,3.0,,,
Philosophers’ Imprint,2014-11-03 05:00:00 UTC,Male,White,,1,3,Graduate student,Rejection,,1.0,,,
Ethics,2014-11-01 04:00:00 UTC,Male,White,2,4,4,Tenure track faculty,Rejection,,2.4,,,
History of Philosophy Quarterly,2014-11-01 04:00:00 UTC,Male,White,2,2,2,Non-tenure track faculty,Revise and resubmit,Rejection,5.0,,,
Journal of Moral Philosophy,2014-10-31 04:00:00 UTC,Male,,,,,Graduate student,Rejection,,0.3,,,
Journal of the History of Philosophy,2014-10-30 04:00:00 UTC,Male,White,,2,4,Graduate student,Rejection,,1.0,,,
Philosophy and Literature,2014-10-30 04:00:00 UTC,Male,White,,1,2,Graduate student,Rejection,,2.0,,,
Ancient Philosophy,2014-10-29 04:00:00 UTC,Male,White,1,2,3,Tenured faculty,Rejection,,3.5,,,
Australasian Journal of Philosophy,2014-10-29 04:00:00 UTC,Male,,1,,,Graduate student,Rejection,,,,,
Analysis,2014-10-29 04:00:00 UTC,Male,Asian,,,,Graduate student,Rejection,,0.5,,,
Philosophers’ Imprint,2014-10-29 04:00:00 UTC,Male,White,,,,Non-tenure track faculty,Rejection,,1.0,,,
Philosophers’ Imprint,2014-10-29 04:00:00 UTC,,,,,3,Non-tenure track faculty,Rejection,,1.0,,,
Synthese,2014-10-29 04:00:00 UTC,Male,White,2,5,4,Graduate student,Revise and resubmit,,1.1,,,
American Philosophical Quarterly,2014-10-28 04:00:00 UTC,Male,White,1,2,3,Non-tenure track faculty,Rejection,,2.7,,,
Journal of Moral Philosophy,2014-10-28 04:00:00 UTC,Male,,,,1,Graduate student,Rejection,,1.5,,,
Erkenntnis,2014-10-26 04:00:00 UTC,Male,,2,3,4,Non-tenure track faculty,Rejection,,1.0,,,
Contemporary Aesthetics,2014-10-25 04:00:00 UTC,Male,,,,5,Non-tenure track faculty,Acceptance,,2.0,3.0,,
Mind,2014-10-24 04:00:00 UTC,Male,,2,4,4,Other,Rejection,,2.0,,,
Philosophia: Philosophical Quarterly of Israel,2014-10-24 04:00:00 UTC,Male,,1,5,5,Graduate student,Conditional acceptance,Acceptance,1.0,,,
Philosophical Review,2014-10-24 04:00:00 UTC,Male,,,,,Graduate student,Rejection,,4.0,,,
Mind,2014-10-23 04:00:00 UTC,Male,White,2,4,4,Other,Rejection,,2.5,,,
Analysis,2014-10-22 04:00:00 UTC,,,1,3,4,Tenured faculty,Revise and resubmit,Rejection,1.2,,,
Ethics,2014-10-22 04:00:00 UTC,Male,,2,1,1,Tenure track faculty,Rejection,,3.0,,,
Philosophical Quarterly,2014-10-22 04:00:00 UTC,Male,,,,3,Graduate student,Rejection,,1.0,,,
Philosophical Studies,2014-10-22 04:00:00 UTC,Male,,,,4,Tenure track faculty,Rejection,,2.0,,,
Ethics,2014-10-21 04:00:00 UTC,Male,,,,4,Non-tenure track faculty,Rejection,,1.75,,,
Journal of the History of Philosophy,2014-10-21 04:00:00 UTC,Male,White,,,,Other,Rejection,Rejection,2.0,,,
Pacific Philosophical Quarterly,2014-10-20 04:00:00 UTC,Male,,,,,Graduate student,Rejection,,0.75,,,
Journal of Aesthetics and Art Criticism,2014-10-19 04:00:00 UTC,Male,,2,4,4,Non-tenure track faculty,Revise and resubmit,Acceptance,2.75,,,
Hypatia,2014-10-18 04:00:00 UTC,Male,White,2,5,5,Other,Conditional acceptance,Acceptance,2.0,17.5,,
Australasian Journal of Philosophy,2014-10-17 04:00:00 UTC,Male,,2,2,2,Non-tenure track faculty,Rejection,,4.5,,,
Bioethics,2014-10-17 04:00:00 UTC,Male,,2,1,1,Non-tenure track faculty,Rejection,,18.0,,,
Philosophers’ Imprint,2014-10-17 04:00:00 UTC,Male,,,,,Non-tenure track faculty,Rejection,,2.5,,,
Philosophical Studies,2014-10-17 04:00:00 UTC,Male,,,,1,Non-tenure track faculty,Rejection,,4.5,,,
Synthese,2014-10-17 04:00:00 UTC,Male,White,3,3,4,Non-tenure track faculty,Revise and resubmit,Acceptance,9.0,,,
Disputatio,2014-10-17 04:00:00 UTC,Female,,1,4,5,Tenured faculty,Revise and resubmit,Acceptance,4.0,,,
Economics and Philosophy,2014-10-16 04:00:00 UTC,Male,White,1,2,4,Graduate student,Rejection,,3.0,,,
Philosophy of Science,2014-10-16 04:00:00 UTC,Male,White,2,3,5,Non-tenure track faculty,Rejection,,2.0,,,
British Journal for the Philosophy of Science,2014-10-15 04:00:00 UTC,Male,White,2,4,5,Graduate student,Rejection,,2.5,,,
Journal of Philosophy,2014-10-15 04:00:00 UTC,Female,,2,2,2,Tenured faculty,Withdraw,,12.0,,,
Social Theory and Practice,2014-10-15 04:00:00 UTC,Female,,2,3,4,Non-tenure track faculty,Rejection,,2.0,,,
British Journal for the History of Philosophy,2014-10-14 04:00:00 UTC,Male,White,1,4,5,Graduate student,Rejection,,3.0,,,
Philosophical Quarterly,2014-10-14 04:00:00 UTC,Male,,2,3,4,Graduate student,Rejection,Rejection,3.75,,,
Synthese,2014-10-14 04:00:00 UTC,Male,,3,5,5,Graduate student,Rejection,,3.9,,,
Philosophy Compass,2014-10-13 04:00:00 UTC,Male,White,2,4,4,Tenure track faculty,Conditional acceptance,Acceptance,6.0,6.0,,
Phronesis,2014-10-13 04:00:00 UTC,Male,White,1,4,4,Tenure track faculty,Rejection,,7.0,,,
