"id","Journal_name","Create_date","Gender","Demographics","Comment_count","Comment_quality","Editor_experience","Professional_status","Verdict","Second_verdict","Response_time"
5724,"Journal of Applied Philosophy","2012-11-15 05:00:00 UTC","Female","White",2,"5","5","Non-tenure track faculty","Revise and resubmit","Acceptance",8.0
5725,"Journal of Philosophical Research","2012-11-15 05:00:00 UTC","Male","",2,"5","5","Tenured faculty","Conditional acceptance","",3.0
5726,"Journal of Philosophy","2012-11-15 05:00:00 UTC","Male","",0,"","4","Non-tenure track faculty","Rejection","",5.0
5728,"Philosophical Review","2012-11-15 05:00:00 UTC","Male","",0,"","","Tenured faculty","Rejection","",3.0
5729,"Philosophy and Public Affairs","2012-11-15 05:00:00 UTC","Male","",0,"","","Tenured faculty","Rejection","",2.0
5730,"Politics, Philosophy & Economics","2012-11-15 05:00:00 UTC","Male","",1,"2","4","Non-tenure track faculty","Revise and resubmit","Rejection",4.0
5731,"Southern Journal of Philosophy","2012-11-15 05:00:00 UTC","Male","",2,"4","3","Graduate student","Rejection","",1.0
5732,"Southern Journal of Philosophy","2012-11-15 05:00:00 UTC","Male","",0,"","4","Non-tenure track faculty","Rejection","",0.25
5734,"Journal of Ethics & Social Philosophy","2012-11-14 05:00:00 UTC","Male","",0,"","","Non-tenure track faculty","Rejection","",0.25
5735,"Journal of Moral Philosophy","2012-11-14 05:00:00 UTC","Male","",0,"","","Non-tenure track faculty","Rejection","",0.5
5736,"Mind","2012-11-14 05:00:00 UTC","","",1,"4","5","Other","Acceptance","",7.0
5738,"Synthese","2012-11-14 05:00:00 UTC","Male","White",0,"","2","Graduate student","Rejection","",0.5
5739,"Journal of the History of Philosophy","2012-11-12 05:00:00 UTC","Female","",2,"5","5","Tenure track faculty","Conditional acceptance","Acceptance",3.0
5740,"Journal of Value Inquiry","2012-11-12 05:00:00 UTC","Male","White",3,"4","3","Non-tenure track faculty","Conditional acceptance","Acceptance",10.0
5742,"Philosophical Review","2012-11-12 05:00:00 UTC","Female","",0,"","","Tenure track faculty","Rejection","",4.0
5743,"Journal of Ethics & Social Philosophy","2012-11-10 05:00:00 UTC","Male","White",2,"4","5","Graduate student","Conditional acceptance","",0.75
5745,"Ethics and Information Technology","2012-11-09 05:00:00 UTC","Male","",2,"3","","Other","Conditional acceptance","Acceptance",1.0
5746,"British Journal for the History of Philosophy","2012-11-08 05:00:00 UTC","Male","",2,"4","4","Graduate student","Rejection","",3.0
5747,"Disputatio","2012-11-08 05:00:00 UTC","Male","",1,"4","5","Graduate student","Rejection","",2.0
5748,"Philosophy and Phenomenological Research","2012-11-08 05:00:00 UTC","Male","",1,"4","5","Tenure track faculty","Acceptance","",0.5
5749,"Synthese","2012-11-08 05:00:00 UTC","Male","",2,"2","5","Graduate student","Rejection","",3.0
5751,"Analysis","2012-11-06 05:00:00 UTC","Male","White",0,"","","Graduate student","Rejection","",0.3
5752,"Disputatio","2012-11-06 05:00:00 UTC","","",1,"4","4","Non-tenure track faculty","Revise and resubmit","Acceptance",4.0
5753,"Journal of Ethics","2012-11-06 05:00:00 UTC","Female","",0,"","3","Non-tenure track faculty","Rejection","",0.25
5754,"Australasian Journal of Philosophy","2012-11-05 05:00:00 UTC","Male","",1,"1","3","Graduate student","Rejection","",2.0
5756,"Philosophical Quarterly","2012-11-05 05:00:00 UTC","Male","",1,"2","3","Graduate student","Rejection","",3.0
5757,"International Journal of Philosophical Studies","2012-11-03 04:00:00 UTC","Male","",1,"4","4","Non-tenure track faculty","Rejection","",6.0
5758,"Social Theory and Practice","2012-11-03 04:00:00 UTC","Male","",1,"3","5","Graduate student","Rejection","",2.0
5759,"Journal of the History of Philosophy","2012-11-01 04:00:00 UTC","","",2,"5","5","Tenure track faculty","Rejection","",2.5
5760,"Australasian Journal of Philosophy","2012-10-30 04:00:00 UTC","Male","",1,"4","5","Non-tenure track faculty","Rejection","",2.0
5761,"Philosophia","2012-10-30 04:00:00 UTC","Male","",2,"3","3","Tenure track faculty","Revise and resubmit","Acceptance",14.5
5762,"Journal of Ethics & Social Philosophy","2012-10-29 04:00:00 UTC","","",0,"","","Graduate student","Rejection","",0.25
5763,"Philosophers' Imprint","2012-10-29 04:00:00 UTC","Male","",2,"3","4","Graduate student","Rejection","",2.5
5764,"Biology and Philosophy","2012-10-27 04:00:00 UTC","Male","European",2,"4","4","Tenured faculty","Revise and resubmit","Acceptance",2.0
5765,"Philosophical Quarterly","2012-10-27 04:00:00 UTC","Male","",1,"1","4","Tenured faculty","Rejection","",1.5
5766,"Journal of Philosophy","2012-10-25 04:00:00 UTC","Male","",0,"","2","Tenure track faculty","Rejection","",5.0
5767,"Philosophical Review","2012-10-25 04:00:00 UTC","Male","",1,"5","4","Tenure track faculty","Rejection","",4.0
5768,"Ratio","2012-10-25 04:00:00 UTC","Male","",0,"","1","Tenured faculty","Rejection","",1.0
5769,"Ratio","2012-10-25 04:00:00 UTC","Male","",0,"","1","Tenured faculty","Rejection","",1.0
5770,"Australasian Journal of Philosophy","2012-10-24 04:00:00 UTC","Female","White",2,"4","5","Tenured faculty","Revise and resubmit","Acceptance",6.0
5772,"European Journal of Philosophy","2012-10-24 04:00:00 UTC","Male","Puerto Rican",1,"5","5","Tenured faculty","Conditional acceptance","Acceptance",3.0
5773,"Journal of Ethics & Social Philosophy","2012-10-24 04:00:00 UTC","Male","White",2,"4","5","Tenured faculty","Rejection","",4.0
5774,"Philosophical Review","2012-10-23 04:00:00 UTC","Female","White",0,"","4","Tenure track faculty","Rejection","",2.5
5776,"Journal of Ethics","2012-10-22 04:00:00 UTC","Male","",0,"","","Graduate student","Rejection","",0.2
5779,"Ancient Philosophy","2012-10-21 04:00:00 UTC","Female","",1,"4","2","Tenure track faculty","Rejection","",3.5
5780,"Pacific Philosophical Quarterly","2012-10-21 04:00:00 UTC","Female","",0,"","4","Tenure track faculty","Rejection","",1.5
5781,"Philosophy and Public Affairs","2012-10-21 04:00:00 UTC","Female","Asian",0,"","","Other","Rejection","",1.25
5782,"Philosophia","2012-10-20 04:00:00 UTC","Male","",1,"4","4","Non-tenure track faculty","Revise and resubmit","Acceptance",3.0
5783,"Journal of Philosophy","2012-10-19 04:00:00 UTC","Male","",1,"1","3","Non-tenure track faculty","Rejection","",11.5
5784,"Philosophy and Public Affairs","2012-10-19 04:00:00 UTC","Female","",0,"","3","Non-tenure track faculty","Rejection","",1.5
5785,"Political Theory","2012-10-19 04:00:00 UTC","","",3,"5","5","Tenure track faculty","Revise and resubmit","Acceptance",3.0
5787,"Philosophical Forum","2012-10-19 04:00:00 UTC","Male","White",1,"3","5","Tenured faculty","Acceptance","",1.0
5788,"Philosophical Papers","2012-10-18 04:00:00 UTC","Male","",1,"1","2","Non-tenure track faculty","Rejection","",8.5
5790,"Philosophical Review","2012-10-17 04:00:00 UTC","Female","White",0,"","4","Tenured faculty","Rejection","",2.0
5791,"Analysis","2012-10-16 04:00:00 UTC","Male","",0,"","4","Non-tenure track faculty","Rejection","",1.0
5792,"Analysis","2012-10-16 04:00:00 UTC","Male","White",0,"","4","Non-tenure track faculty","Rejection","",0.5
5793,"Politics, Philosophy & Economics","2012-10-16 04:00:00 UTC","Male","",1,"4","4","Graduate student","Revise and resubmit","",7.2
5794,"Philosophical Studies","2012-10-13 04:00:00 UTC","Male","",1,"2","2","Graduate student","Rejection","",6.0
5795,"Theoria","2012-10-13 04:00:00 UTC","Male","",1,"4","4","Non-tenure track faculty","Rejection","",10.0
5796,"Mind","2012-10-12 04:00:00 UTC","Male","",2,"3","","Other","Rejection","",1.1
5797,"Philosophical Forum","2012-10-12 04:00:00 UTC","Male","",1,"5","5","Non-tenure track faculty","Acceptance","",2.0
5798,"Pacific Philosophical Quarterly","2012-10-10 04:00:00 UTC","Female","",0,"","3","Tenure track faculty","Rejection","",1.0
5799,"Philosophers' Imprint","2012-10-10 04:00:00 UTC","Male","",0,"","5","Other","Rejection","",1.6
5800,"Australasian Journal of Philosophy","2012-10-09 04:00:00 UTC","Male","",1,"5","5","Tenured faculty","Rejection","",3.0
5801,"Erkenntnis","2012-10-09 04:00:00 UTC","Male","",2,"4","4","Tenured faculty","Revise and resubmit","Acceptance",6.0
5802,"Erkenntnis","2012-10-09 04:00:00 UTC","Male","",2,"4","4","Graduate student","Revise and resubmit","Rejection",6.0
5803,"Ethics","2012-10-09 04:00:00 UTC","Male","",1,"1","5","Tenure track faculty","Rejection","",0.75
5804,"History of Philosophy Quarterly","2012-10-09 04:00:00 UTC","","",1,"4","4","Tenure track faculty","Acceptance","",3.0
5805,"Journal of the History of Philosophy","2012-10-09 04:00:00 UTC","","",2,"4","3","Tenure track faculty","Rejection","",3.0
5806,"Pacific Philosophical Quarterly","2012-10-09 04:00:00 UTC","Male","",1,"3","2","Tenured faculty","Rejection","",11.0
5808,"Philosophical Quarterly","2012-10-09 04:00:00 UTC","Male","",1,"4","4","Tenured faculty","Rejection","",2.0
5809,"Canadian Journal of Philosophy","2012-10-09 04:00:00 UTC","Male","",2,"4","5","Non-tenure track faculty","Revise and resubmit","Acceptance",2.5
5810,"Disputatio","2012-10-09 04:00:00 UTC","","",2,"5","5","Non-tenure track faculty","Acceptance","",3.0
5811,"Philosophia Mathematica","2012-10-08 04:00:00 UTC","Male","",1,"1","1","Tenure track faculty","Rejection","",3.0
5812,"Philosophy and Public Affairs","2012-10-08 04:00:00 UTC","Male","",0,"","","Graduate student","Rejection","",1.25
5813,"Analysis","2012-10-06 04:00:00 UTC","Male","",0,"","5","Graduate student","Rejection","",0.5
5814,"Philosophical Quarterly","2012-10-06 04:00:00 UTC","Male","",1,"4","4","Graduate student","Rejection","",1.5
5815,"Journal of Philosophical Research","2012-10-05 04:00:00 UTC","Male","White",2,"5","4","Non-tenure track faculty","Revise and resubmit","",5.0
5816,"Philosophical Review","2012-10-05 04:00:00 UTC","Male","",2,"4","5","Non-tenure track faculty","Revise and resubmit","Acceptance",3.5
5817,"Review of Philosophy and Psychology","2012-10-05 04:00:00 UTC","Male","",2,"3","5","Graduate student","Revise and resubmit","Acceptance",4.5
5818,"Analysis","2012-10-04 04:00:00 UTC","Male","White",0,"","4","Graduate student","Rejection","",0.5
5819,"European Journal of Philosophy","2012-10-04 04:00:00 UTC","Male","",0,"","3","Non-tenure track faculty","Rejection","",2.0
5820,"Journal of Ethics & Social Philosophy","2012-10-04 04:00:00 UTC","Male","",3,"4","5","Tenured faculty","Revise and resubmit","",6.0
5821,"Journal of the History of Philosophy","2012-10-03 04:00:00 UTC","Male","White",3,"2","4","Graduate student","Rejection","",4.6
5822,"Dialectica","2012-10-03 04:00:00 UTC","Male","",1,"1","1","Tenured faculty","Rejection","",11.5
5825,"Philosophical Studies","2012-10-02 04:00:00 UTC","Male","",0,"","4","Graduate student","Acceptance","",7.0
5826,"Review of Metaphysics","2012-10-02 04:00:00 UTC","Male","",0,"","3","Tenure track faculty","Rejection","",1.25
5827,"International Journal for Philosophy of Religion","2012-10-01 04:00:00 UTC","Male","",1,"3","4","Tenure track faculty","Revise and resubmit","Acceptance",3.0
5828,"Philosophers' Imprint","2012-09-30 04:00:00 UTC","Male","",0,"","4","Tenured faculty","Rejection","",1.0
5829,"Analysis","2012-09-29 04:00:00 UTC","Male","",0,"","","Graduate student","Rejection","",0.25
5830,"Episteme","2012-09-29 04:00:00 UTC","Male","",2,"4","5","Non-tenure track faculty","Revise and resubmit","",4.5
5831,"Journal of the History of Philosophy","2012-09-29 04:00:00 UTC","Male","Hispanic/Latina/Latino",1,"4","4","Non-tenure track faculty","Rejection","",1.0
5833,"Philosophers' Imprint","2012-09-27 04:00:00 UTC","Male","",0,"","3","Non-tenure track faculty","Rejection","",1.0
5834,"European Journal of Philosophy","2012-09-25 04:00:00 UTC","Male","",0,"","","Non-tenure track faculty","Rejection","",1.0
5835,"Philosophy and Public Affairs","2012-09-25 04:00:00 UTC","Male","",2,"4","5","Tenured faculty","Conditional acceptance","Acceptance",1.5
5836,"Journal of Moral Philosophy","2012-09-24 04:00:00 UTC","Male","",1,"5","5","Graduate student","Rejection","",1.0
5837,"Journal of Political Philosophy","2012-09-22 04:00:00 UTC","Male","White",1,"5","4","Graduate student","Rejection","",2.5
5838,"Philosophy and Social Criticism","2012-09-22 04:00:00 UTC","Male","",1,"1","2","Non-tenure track faculty","Rejection","",3.0
5839,"Religious Studies","2012-09-22 04:00:00 UTC","Male","",1,"3","4","Other","Rejection","",1.0
5841,"Bioethics","2012-09-21 04:00:00 UTC","Male","",2,"3","4","Tenure track faculty","Rejection","",3.0
5843,"Journal of Philosophical Logic","2012-09-21 04:00:00 UTC","Male","",1,"4","3","Non-tenure track faculty","Rejection","",12.0
5844,"Journal of Political Philosophy","2012-09-20 04:00:00 UTC","Male","Other",1,"2","3","Non-tenure track faculty","Rejection","",0.5
5845,"Ratio","2012-09-20 04:00:00 UTC","Male","White",1,"5","4","Graduate student","Rejection","",2.5
5846,"Synthese","2012-09-20 04:00:00 UTC","Male","",2,"2","4","Graduate student","Revise and resubmit","Acceptance",22.0
5847,"Journal of Philosophical Research","2012-09-19 04:00:00 UTC","Male","",2,"5","5","Non-tenure track faculty","Revise and resubmit","",4.0
5848,"Philosophical Psychology","2012-09-19 04:00:00 UTC","Male","",2,"3","5","Graduate student","Conditional acceptance","Acceptance",2.0
5849,"Dao","2012-09-19 04:00:00 UTC","","",2,"4","5","Tenure track faculty","Acceptance","",2.5
5850,"Ethics","2012-09-18 04:00:00 UTC","Male","White",0,"","4","Non-tenure track faculty","Rejection","",1.0
5851,"Philosophical Studies","2012-09-18 04:00:00 UTC","Male","White",0,"","5","Graduate student","Rejection","",1.0
5853,"British Journal for the Philosophy of Science","2012-09-17 04:00:00 UTC","Female","White",2,"4","4","Non-tenure track faculty","Revise and resubmit","",3.0
5854,"Erkenntnis","2012-09-16 04:00:00 UTC","Male","",3,"3","2","Graduate student","Revise and resubmit","Acceptance",8.0
5855,"Philosophical Quarterly","2012-09-16 04:00:00 UTC","Male","White",1,"1","3","Non-tenure track faculty","Rejection","",2.0
5857,"Logique et Analyse","2012-09-13 04:00:00 UTC","Male","",1,"3","2","Graduate student","Revise and resubmit","",14.0
5858,"Journal of Value Inquiry","2012-09-12 04:00:00 UTC","Male","",3,"2","1","Graduate student","Conditional acceptance","",13.0
5859,"Philosophers' Imprint","2012-09-12 04:00:00 UTC","Male","",2,"3","5","Non-tenure track faculty","Rejection","",3.0
5861,"Linguistics and Philosophy","2012-09-11 04:00:00 UTC","Male","",2,"3","5","Non-tenure track faculty","Rejection","",4.5
5862,"Monist","2012-09-11 04:00:00 UTC","Male","White",2,"2","5","Non-tenure track faculty","Revise and resubmit","Acceptance",1.9
5863,"Philosophers' Imprint","2012-09-11 04:00:00 UTC","Male","White",0,"","","Graduate student","Rejection","",1.0
5864,"Philosophers' Imprint","2012-09-11 04:00:00 UTC","Male","White",0,"","","Graduate student","Rejection","",1.0
5865,"Philosophy and Public Affairs","2012-09-11 04:00:00 UTC","Male","",0,"","3","Tenure track faculty","Rejection","",2.0
5866,"Philosophy and Public Affairs","2012-09-11 04:00:00 UTC","Female","",0,"","3","Tenured faculty","Rejection","",1.5
5868,"Philosophy of Science","2012-09-11 04:00:00 UTC","Female","White",2,"3","2","Graduate student","Rejection","",5.0
5869,"Politics, Philosophy & Economics","2012-09-11 04:00:00 UTC","Male","White",2,"4","3","Graduate student","Revise and resubmit","Acceptance",5.85
5870,"Social Theory and Practice","2012-09-11 04:00:00 UTC","","",1,"2","3","Graduate student","Rejection","",1.0
5872,"Journal of Moral Philosophy","2012-09-10 04:00:00 UTC","Female","",1,"3","5","Tenure track faculty","Conditional acceptance","Acceptance",2.5
5873,"Journal of the History of Philosophy","2012-09-10 04:00:00 UTC","Male","",2,"4","5","Tenure track faculty","Revise and resubmit","Acceptance",3.0
5874,"Philosophers' Imprint","2012-09-10 04:00:00 UTC","Male","",0,"","","Non-tenure track faculty","Rejection","",0.8
5875,"Philosophical Review","2012-09-10 04:00:00 UTC","Male","White",1,"3","5","Graduate student","Rejection","",2.5
5876,"Philosophy and Public Affairs","2012-09-10 04:00:00 UTC","","",0,"","2","Tenured faculty","Rejection","",1.3
5877,"Philosophical Studies","2012-09-10 04:00:00 UTC","Male","Hispanic/Latina/Latino",1,"2","4","Graduate student","Conditional acceptance","Acceptance",8.0
5878,"International Philosophical Quarterly","2012-09-09 04:00:00 UTC","","",1,"3","2","Tenure track faculty","Rejection","",6.0
5879,"Kennedy Institute of Ethics Journal","2012-09-09 04:00:00 UTC","Female","",2,"2","1","Tenure track faculty","Rejection","",4.5
5880,"Philosophical Review","2012-09-09 04:00:00 UTC","Female","White",0,"","3","Graduate student","Rejection","",2.25
5881,"Philosophical Review","2012-09-09 04:00:00 UTC","Male","",0,"","5","Tenure track faculty","Rejection","",2.35
5882,"Utilitas","2012-09-08 04:00:00 UTC","Male","",1,"5","5","Graduate student","Rejection","",2.1
5883,"Australasian Journal of Philosophy","2012-09-07 04:00:00 UTC","","",1,"1","4","Tenure track faculty","Rejection","",0.75
5884,"Australasian Journal of Philosophy","2012-09-07 04:00:00 UTC","Female","",2,"5","5","Graduate student","Revise and resubmit","Acceptance",2.0
5885,"Analysis","2012-09-07 04:00:00 UTC","Male","White",0,"","2","Graduate student","Rejection","",1.5
5886,"Analysis","2012-09-07 04:00:00 UTC","Male","White",0,"","","Graduate student","Rejection","",0.1
5887,"Mind","2012-09-07 04:00:00 UTC","Female","White",2,"4","2","Other","Conditional acceptance","",12.0
5888,"Philosophical Quarterly","2012-09-07 04:00:00 UTC","Male","White",2,"4","3","Tenured faculty","Acceptance","",3.1
5889,"Philosophical Review","2012-09-07 04:00:00 UTC","Male","White",1,"5","5","Graduate student","Rejection","",4.0
